时间 - A,Voltage [V] - A
27:48.0,0.141205
27:48.0,0.13992
27:48.0,0.142169
27:48.0,0.142169
27:48.0,0.143133
27:48.0,0.141205
27:48.0,0.142169
27:48.0,0.140884
27:48.0,0.141526
27:48.0,0.13992
27:48.0,0.141848
27:48.0,0.141205
27:48.0,0.142812
27:48.0,0.141526
27:48.0,0.14249
27:48.0,0.140562
27:48.0,0.140884
27:48.0,0.139598
27:48.0,0.141526
27:48.0,0.141205
27:48.0,0.143776
27:48.0,0.141526
27:48.0,0.141848
27:48.0,0.13992
27:48.0,0.141526
27:48.0,0.139598
27:48.0,0.140884
27:48.0,0.140884
27:48.0,0.142812
27:48.0,0.142169
27:48.0,0.143454
27:48.0,0.141205
27:48.0,0.141848
27:48.0,0.140241
27:48.0,0.141205
27:48.0,0.140241
27:48.0,0.143133
27:48.0,0.141205
27:48.0,0.14249
27:48.0,0.142169
27:48.0,0.142169
27:48.0,0.139598
27:48.0,0.140562
27:48.0,0.140562
27:48.0,0.143133
27:48.0,0.141526
27:48.0,0.14249
27:48.0,0.141526
27:48.0,0.142812
27:48.0,0.140241
27:48.0,0.140241
27:48.0,0.140562
27:48.0,0.143133
27:48.0,0.141205
27:48.0,0.142812
27:48.0,0.141848
27:48.0,0.142812
27:48.0,0.140241
27:48.0,0.140884
27:48.0,0.139598
27:48.0,0.14249
27:48.0,0.141526
27:48.0,0.14249
27:48.0,0.141526
27:48.0,0.142812
27:48.0,0.13992
27:48.0,0.141526
27:48.0,0.139598
27:48.0,0.14249
27:48.0,0.141526
27:48.0,0.143454
27:48.0,0.141526
27:48.0,0.14249
27:48.0,0.140241
27:48.0,0.140562
27:48.0,0.13992
27:48.0,0.14249
27:48.0,0.141526
27:48.0,0.142812
27:48.0,0.140884
27:48.0,0.142812
27:48.0,0.13992
27:48.0,0.140884
27:48.0,0.140241
27:48.0,0.142169
27:48.0,0.141526
27:48.0,0.142812
27:48.0,0.141205
27:48.0,0.141526
27:48.0,0.13992
27:48.0,0.140562
27:48.0,0.140562
27:48.0,0.142169
27:48.0,0.141526
27:48.0,0.14249
27:48.0,0.142169
27:48.0,0.14249
27:48.0,0.140241
27:48.0,0.140884
27:48.0,0.139277
27:48.0,0.142812
27:48.0,0.141848
27:48.0,0.142812
27:48.0,0.141205
27:48.0,0.142169
27:48.0,0.140884
27:48.0,0.140884
27:48.0,0.140241
27:48.0,0.142169
27:48.0,0.141205
27:48.0,0.143133
27:48.0,0.141526
27:48.0,0.14249
27:48.0,0.140884
27:48.0,0.141526
27:48.0,0.138956
27:48.0,0.141848
27:48.0,0.141526
27:48.0,0.143133
27:48.0,0.141205
27:48.0,0.14249
27:48.0,0.140562
27:48.0,0.141848
27:48.0,3.31056
27:48.0,3.31088
27:48.0,3.31345
27:48.0,3.31313
27:48.0,3.31377
27:48.0,3.31313
27:48.0,3.31281
27:48.0,3.3112
27:48.0,3.31152
27:48.0,3.3112
27:48.0,3.31281
27:48.0,3.31249
27:48.0,3.31313
27:48.0,3.31249
27:48.0,3.31217
27:48.0,3.3112
27:48.0,3.31152
27:48.0,3.31152
27:48.0,3.31313
27:48.0,3.31313
27:48.0,3.31345
27:48.0,3.31281
27:48.0,3.31281
27:48.0,3.31217
27:48.0,3.31056
27:48.0,3.31088
27:48.0,3.31281
27:48.0,3.31313
27:48.0,3.31377
27:48.0,3.31217
27:48.0,3.31281
27:48.0,3.31217
27:48.0,3.3112
27:48.0,3.31024
27:48.0,3.31184
27:48.0,3.31281
27:48.0,3.31345
27:48.0,3.31313
27:48.0,3.31313
27:48.0,3.31184
27:48.0,3.31217
27:48.0,3.3112
27:48.0,3.3112
27:48.0,3.31281
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31442
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31217
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31152
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.30992
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31377
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.31024
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31249
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31152
27:48.1,3.31184
27:48.1,3.30992
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.30992
27:48.1,3.31184
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31184
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.3112
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31184
27:48.1,3.31377
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.30992
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31409
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31152
27:48.1,3.31184
27:48.1,3.31024
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.31024
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.31184
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31056
27:48.1,3.31184
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31217
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31377
27:48.1,3.31377
27:48.1,3.31184
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31409
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31313
27:48.1,3.31409
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31184
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.30992
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.3096
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.30992
27:48.1,3.31088
27:48.1,3.30992
27:48.1,3.31217
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.30799
27:48.1,3.31152
27:48.1,3.30992
27:48.1,3.31249
27:48.1,3.31152
27:48.1,3.31345
27:48.1,3.31024
27:48.1,3.31152
27:48.1,3.30767
27:48.1,3.31088
27:48.1,3.30927
27:48.1,3.3112
27:48.1,3.30927
27:48.1,3.31184
27:48.1,3.30895
27:48.1,3.3112
27:48.1,3.30735
27:48.1,3.31249
27:48.1,3.30638
27:48.1,3.31409
27:48.1,3.30863
27:48.1,3.31217
27:48.1,3.30702
27:48.1,3.31217
27:48.1,3.30574
27:48.1,3.31217
27:48.1,3.3067
27:48.1,3.31474
27:48.1,3.30542
27:48.1,3.30799
27:48.1,3.30413
27:48.1,3.29642
27:48.1,3.30381
27:48.1,3.31313
27:48.1,3.29128
27:48.1,3.28967
27:48.1,3.30285
27:48.1,3.30735
27:48.1,3.30124
27:48.1,3.29963
27:48.1,3.28453
27:48.1,3.27168
27:48.1,3.30124
27:48.1,3.31699
27:48.1,3.30124
27:48.1,3.30188
27:48.1,3.3006
27:48.1,3.3112
27:48.1,3.29931
27:48.1,3.31088
27:48.1,3.27843
27:48.1,3.28389
27:48.1,3.29867
27:48.1,3.31281
27:48.1,3.27843
27:48.1,3.29417
27:48.1,3.28871
27:48.1,3.30188
27:48.1,3.3022
27:48.1,3.31345
27:48.1,3.29449
27:48.1,3.31056
27:48.1,3.30735
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.31184
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.31152
27:48.1,3.31024
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31152
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31409
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.31088
27:48.1,3.31184
27:48.1,3.31409
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31249
27:48.1,3.31056
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.31024
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31056
27:48.1,3.31056
27:48.1,3.31184
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31281
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31377
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31184
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31024
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.31024
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31056
27:48.1,3.31024
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31024
27:48.1,3.31056
27:48.1,3.31088
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31152
27:48.1,3.31024
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.30992
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31217
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31152
27:48.1,3.31024
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.31024
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31345
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31217
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.31184
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.3112
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31217
27:48.1,3.31152
27:48.1,3.31409
27:48.1,3.31249
27:48.1,3.31409
27:48.1,3.31217
27:48.1,3.31217
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31409
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31217
27:48.1,3.31249
27:48.1,3.31024
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31409
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31024
27:48.1,3.31152
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31217
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.30992
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31217
27:48.1,3.31249
27:48.1,3.30992
27:48.1,3.31088
27:48.1,3.31184
27:48.1,3.31409
27:48.1,3.31249
27:48.1,3.31377
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31217
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.3112
27:48.1,3.31024
27:48.1,3.31088
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.3112
27:48.1,3.3112
27:48.1,3.31056
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31249
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31024
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31217
27:48.1,3.3112
27:48.1,3.31024
27:48.1,3.3112
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.3112
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31152
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31184
27:48.1,3.30992
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31152
27:48.1,3.31024
27:48.1,3.31088
27:48.1,3.31152
27:48.1,3.31345
27:48.1,3.31249
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31056
27:48.1,3.3112
27:48.1,3.31152
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31056
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31345
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.30992
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31377
27:48.1,3.31281
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.31184
27:48.1,3.31056
27:48.1,3.31152
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31377
27:48.1,3.31313
27:48.1,3.31152
27:48.1,3.3112
27:48.1,3.31024
27:48.1,3.31184
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31152
27:48.1,3.31024
27:48.1,3.31152
27:48.1,3.31249
27:48.1,3.31313
27:48.1,3.31249
27:48.1,3.31281
27:48.1,3.31184
27:48.1,3.3112
27:48.1,3.31088
27:48.1,3.31088
27:48.1,3.31217
27:48.1,3.31281
27:48.1,3.31313
27:48.1,3.31313
27:48.1,3.31184
27:48.1,3.31184
