时间 - B,Voltage [V] - B
27:47.8,3.31184
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31377
27:47.8,3.31217
27:47.8,3.31249
27:47.8,3.31088
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31377
27:47.8,3.31249
27:47.8,3.31281
27:47.8,3.3112
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31249
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31249
27:47.8,3.31281
27:47.8,3.31152
27:47.8,3.31152
27:47.8,3.31056
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31217
27:47.8,3.31345
27:47.8,3.31152
27:47.8,3.31088
27:47.8,3.31056
27:47.8,3.31217
27:47.8,3.31249
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31152
27:47.8,3.3112
27:47.8,3.31024
27:47.8,3.31152
27:47.8,3.31249
27:47.8,3.31409
27:47.8,3.31184
27:47.8,3.31217
27:47.8,3.31217
27:47.8,3.31184
27:47.8,3.31024
27:47.8,3.31184
27:47.8,3.31184
27:47.8,3.31345
27:47.8,3.31313
27:47.8,3.31313
27:47.8,3.3112
27:47.8,3.31184
27:47.8,3.31056
27:47.8,3.31184
27:47.8,3.31184
27:47.8,3.31377
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31088
27:47.8,3.31184
27:47.8,3.30992
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31345
27:47.8,3.31313
27:47.8,3.31313
27:47.8,3.31249
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31088
27:47.8,3.31184
27:47.8,3.31345
27:47.8,3.31249
27:47.8,3.31313
27:47.8,3.31217
27:47.8,3.31024
27:47.8,3.31024
27:47.8,3.3112
27:47.8,3.31217
27:47.8,3.31345
27:47.8,3.31249
27:47.8,3.31313
27:47.8,3.31152
27:47.8,3.31217
27:47.8,3.31056
27:47.8,3.3112
27:47.8,3.31184
27:47.8,3.31345
27:47.8,3.31217
27:47.8,3.31345
27:47.8,3.31217
27:47.8,3.31152
27:47.8,3.31024
27:47.8,3.31088
27:47.8,3.31184
27:47.8,3.31313
27:47.8,3.31313
27:47.8,3.31345
27:47.8,3.31281
27:47.8,3.31088
27:47.8,3.31056
27:47.8,3.31184
27:47.8,3.31184
27:47.8,3.31281
27:47.8,3.31217
27:47.8,3.31345
27:47.8,3.31217
27:47.8,3.31217
27:47.8,3.31056
27:47.8,3.31088
27:47.8,3.31184
27:47.8,3.31377
27:47.8,3.31313
27:47.8,3.31345
27:47.8,3.31249
27:47.8,3.31184
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31152
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31377
27:47.8,3.31249
27:47.8,3.31152
27:47.8,3.31152
27:47.8,3.31024
27:47.8,3.31184
27:47.8,3.31313
27:47.8,3.31345
27:47.8,3.31377
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31152
27:47.8,3.31088
27:47.8,3.31056
27:47.8,3.31184
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31184
27:47.8,3.31217
27:47.8,3.31088
27:47.8,3.31152
27:47.8,3.31249
27:47.8,3.31249
27:47.8,3.31313
27:47.8,3.31313
27:47.8,3.31249
27:47.8,3.31152
27:47.8,3.31152
27:47.8,3.31056
27:47.8,3.31217
27:47.8,3.31281
27:47.8,3.31345
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31217
27:47.8,3.31088
27:47.8,3.31088
27:47.8,3.31184
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31249
27:47.8,3.3112
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31152
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31184
27:47.8,3.3112
27:47.8,3.3112
27:47.8,3.31184
27:47.8,3.31313
27:47.8,3.31249
27:47.8,3.31249
27:47.8,3.31249
27:47.8,3.31184
27:47.8,3.31152
27:47.8,3.31024
27:47.8,3.31152
27:47.8,3.31313
27:47.8,3.31313
27:47.8,3.31345
27:47.8,3.31217
27:47.8,3.31217
27:47.8,3.3112
27:47.8,3.31088
27:47.8,3.31152
27:47.8,3.31249
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.31313
27:47.8,3.31217
27:47.8,3.3112
27:47.8,3.31024
27:47.8,3.31088
27:47.8,3.31281
27:47.8,3.31377
27:47.8,3.31281
27:47.8,3.31281
27:47.8,3.31217
27:47.8,3.31184
27:47.8,3.31024
27:47.8,3.31152
27:47.8,3.31249
27:47.8,3.31313
27:47.8,3.31281
27:47.8,3.31313
27:47.8,3.3112
27:47.8,3.31184
27:47.8,3.30992
27:47.8,3.31152
27:47.8,0.144418
27:47.8,0.14249
27:47.8,0.145061
27:47.8,0.142812
27:47.8,0.144418
27:47.8,0.141205
27:47.8,0.142812
27:47.8,0.140562
27:47.8,0.14474
27:47.8,0.142812
27:47.8,0.143776
27:47.8,0.142812
27:47.8,0.145061
27:47.8,0.14249
27:47.8,0.143776
27:47.8,0.141205
27:47.8,0.143776
27:47.8,0.143776
27:47.8,0.14474
27:47.8,0.143454
27:47.8,0.14474
27:47.8,0.143776
27:47.8,0.143133
27:47.8,0.142169
27:47.8,0.144097
27:47.8,0.144418
27:47.8,0.143776
27:47.8,0.144097
27:47.8,0.143133
27:47.8,0.144418
27:47.8,0.141205
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.14474
27:47.8,0.143776
27:47.8,0.145061
27:47.8,0.145061
27:47.8,0.14474
27:47.8,0.143454
27:47.8,0.143133
27:47.8,0.141848
27:47.8,0.145704
27:47.8,0.145704
27:47.8,0.145704
27:47.8,0.144097
27:47.8,0.146025
27:47.8,0.140562
27:47.8,0.14474
27:47.8,0.145704
27:47.8,0.146668
27:47.8,0.144097
27:47.8,0.146668
27:47.8,0.143133
27:47.8,0.147632
27:47.8,0.14249
27:47.8,0.14731
27:47.8,0.141848
27:47.8,0.150202
27:47.8,0.143454
27:47.8,0.150524
27:47.8,0.151488
27:47.8,0.153094
27:47.8,0.152452
27:47.8,0.152773
27:47.8,0.142169
27:47.8,0.16402
27:47.8,0.142169
27:47.8,0.156308
27:47.8,0.138313
27:47.8,0.157272
27:47.8,0.13767
27:47.8,0.163056
27:47.8,0.156951
27:47.8,0.169161
27:47.8,0.161449
27:47.8,0.163056
27:47.8,0.136706
27:47.8,0.168197
27:47.8,0.148917
27:47.8,0.176873
27:47.8,0.159843
27:47.8,0.177837
27:47.8,0.163699
27:47.8,0.167876
27:47.8,0.138634
27:47.8,0.162735
27:47.8,0.155986
27:47.8,0.157272
27:47.8,0.151166
27:47.8,0.151166
27:47.8,0.149238
27:47.8,0.146668
27:47.8,0.14731
27:47.8,0.144418
27:47.8,0.142812
27:47.8,0.14249
27:47.8,0.140884
27:47.8,0.143133
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.14249
27:47.8,0.143776
27:47.8,0.142169
27:47.8,0.142812
27:47.8,0.141848
27:47.8,0.142812
27:47.8,0.141848
27:47.8,0.143776
27:47.8,0.143133
27:47.8,0.144097
27:47.8,0.142169
27:47.8,0.143454
27:47.8,0.141848
27:47.8,0.142812
27:47.8,0.142169
27:47.8,0.144097
27:47.8,0.143133
27:47.8,0.143776
27:47.8,0.142812
27:47.8,0.143454
27:47.8,0.141205
27:47.8,0.14249
27:47.8,0.142169
27:47.8,0.145061
27:47.8,0.143133
27:47.8,0.144097
27:47.8,0.142812
27:47.8,0.143776
27:47.8,0.141526
27:47.8,0.142169
27:47.8,0.142812
27:47.8,0.144418
27:47.8,0.143133
27:47.8,0.143776
27:47.8,0.143133
27:47.8,0.143454
27:47.8,0.141526
27:47.8,0.143133
27:47.8,0.141848
27:47.8,0.144418
27:47.8,0.143133
27:47.8,0.144418
27:47.8,0.143133
27:47.8,0.143133
27:47.8,0.141205
27:47.8,0.142169
27:47.8,0.141848
27:47.8,0.144418
27:47.8,0.14249
27:47.8,0.144418
27:47.8,0.142812
27:47.8,0.143454
27:47.8,0.141526
27:47.8,0.142812
27:47.8,0.141848
27:47.8,0.143454
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.141526
27:47.8,0.142812
27:47.8,0.141848
27:47.8,0.144097
27:47.8,0.143133
27:47.8,0.144097
27:47.8,0.143454
27:47.8,0.144097
27:47.8,0.141848
27:47.8,0.141848
27:47.8,0.141526
27:47.8,0.144097
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.14249
27:47.8,0.143776
27:47.8,0.142169
27:47.8,0.14249
27:47.8,0.141526
27:47.8,0.144097
27:47.8,0.143133
27:47.8,0.144418
27:47.8,0.14249
27:47.8,0.143776
27:47.8,0.141848
27:47.8,0.142169
27:47.8,0.140562
27:47.8,0.143133
27:47.8,0.143133
27:47.8,0.143454
27:47.8,0.143133
27:47.8,0.143776
27:47.8,0.14249
27:47.8,0.142812
27:47.8,0.141205
27:47.8,0.144418
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.14249
27:47.8,0.144418
27:47.8,0.142812
27:47.8,0.14249
27:47.8,0.141205
27:47.8,0.143454
27:47.8,0.142169
27:47.8,0.144418
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.14249
27:47.8,0.143454
27:47.8,0.141205
27:47.8,0.143133
27:47.8,0.14249
27:47.8,0.144418
27:47.8,0.142812
27:47.8,0.144097
27:47.8,0.14249
27:47.8,0.13992
27:47.8,0.137349
27:47.8,0.139598
27:47.8,0.13992
27:47.8,0.140884
27:47.8,0.139598
27:47.8,0.140884
27:47.8,0.139598
27:47.8,0.140241
27:47.8,0.137992
27:47.8,0.138634
27:47.8,0.138956
27:47.8,0.141526
27:47.8,0.139277
27:47.8,0.140884
27:47.8,0.138956
27:47.8,0.140241
27:47.8,0.13767
27:47.8,0.139277
27:47.8,0.139277
27:47.8,0.141205
27:47.8,0.138956
27:47.8,0.141205
27:47.8,0.139277
27:47.8,0.139598
27:47.8,0.137992
27:47.8,0.139598
27:47.8,0.138956
27:47.8,0.141205
27:47.8,0.139277
27:47.8,0.140884
27:47.8,0.138956
27:47.8,0.13992
27:47.8,0.13767
27:47.8,0.139598
27:47.8,0.139277
27:47.8,0.140241
27:47.8,0.140241
27:47.8,0.140241
27:47.8,0.138956
27:47.8,0.140241
27:47.8,0.138634
27:47.8,0.139277
27:47.8,0.138313
27:47.8,0.141205
27:47.8,0.139277
27:47.8,0.140884
27:47.8,0.139598
27:47.8,0.140884
27:47.8,0.13767
27:47.8,0.138634
27:47.8,0.138313
27:47.8,0.140884
27:47.8,0.13992
27:47.8,0.140884
27:47.8,0.139598
27:47.8,0.140241
27:47.8,0.138313
27:47.8,0.139277
27:47.8,0.13767
27:47.8,0.140884
27:47.8,0.139277
27:47.8,0.140884
27:47.8,0.139598
27:47.8,0.140562
27:47.8,0.138956
27:47.8,0.139277
27:47.8,0.138313
27:47.8,0.140241
27:47.8,0.139277
27:47.8,0.141205
27:47.8,0.13992
27:47.8,0.140562
27:47.8,0.138634
27:47.8,0.139598
27:47.8,0.13767
27:47.8,0.139277
27:47.8,0.139598
27:47.8,0.141205
27:47.8,0.139598
27:47.8,0.140884
27:47.8,0.138634
27:47.8,0.139277
27:47.8,0.13767
27:47.8,0.13992
27:47.8,0.13992
27:47.8,0.140562
27:47.8,0.139277
27:47.8,0.140884
27:47.8,0.139277
27:47.8,0.138956
27:47.8,0.137992
27:47.8,0.140562
27:47.8,0.139598
27:47.8,0.13992
27:47.8,0.138313
27:47.8,0.140884
27:47.8,0.138956
27:47.8,0.139277
27:47.8,0.13767
27:47.8,0.138956
27:47.8,0.139598
27:47.9,0.141205
27:47.9,0.13992
27:47.9,0.140884
27:47.9,0.138634
27:47.9,0.13992
27:47.9,0.138634
27:47.9,0.139598
27:47.9,0.138956
27:47.9,0.140884
27:47.9,0.139598
27:47.9,0.141205
27:47.9,0.139598
27:47.9,0.139598
27:47.9,0.13767
27:47.9,0.139277
27:47.9,0.138634
27:47.9,0.141205
27:47.9,0.139277
27:47.9,0.140562
27:47.9,0.139598
27:47.9,0.140562
27:47.9,0.13767
27:47.9,0.138956
27:47.9,0.139277
27:47.9,0.140884
27:47.9,0.140241
27:47.9,0.140884
27:47.9,0.138956
27:47.9,0.13992
27:47.9,0.13767
27:47.9,0.138634
27:47.9,0.138956
27:47.9,0.140562
27:47.9,0.140241
27:47.9,0.140884
27:47.9,0.139598
27:47.9,0.13992
27:47.9,0.138313
27:47.9,0.138956
27:47.9,0.138634
27:47.9,0.140884
27:47.9,0.139598
27:47.9,0.140884
27:47.9,0.13992
27:47.9,0.140884
27:47.9,0.138313
27:47.9,0.138634
27:47.9,0.138634
27:47.9,0.140241
27:47.9,0.139598
27:47.9,0.140884
27:47.9,0.139277
27:47.9,0.140562
27:47.9,0.137992
27:47.9,0.138956
27:47.9,0.137992
27:47.9,0.140241
27:47.9,0.139598
27:47.9,0.141205
27:47.9,0.139598
27:47.9,0.13992
27:47.9,0.138634
27:47.9,0.138956
27:47.9,0.138313
27:47.9,0.140562
27:47.9,0.139277
27:47.9,0.140562
27:47.9,0.13992
27:47.9,0.140884
27:47.9,0.138956
27:47.9,0.138634
27:47.9,0.137349
27:47.9,0.13992
27:47.9,0.139598
27:47.9,0.140562
27:47.9,0.139598
27:47.9,0.140884
27:47.9,0.139598
27:47.9,0.139277
27:47.9,0.137349
27:47.9,0.13992
27:47.9,0.139598
27:47.9,0.141205
27:47.9,0.139598
27:47.9,0.140562
27:47.9,0.138634
27:47.9,0.13992
27:47.9,0.138313
27:47.9,0.138634
27:47.9,0.139277
27:47.9,0.141205
27:47.9,0.139598
27:47.9,0.140562
27:47.9,0.139598
27:47.9,0.140241
27:47.9,0.137349
27:47.9,0.138956
27:47.9,0.139277
27:47.9,0.140884
27:47.9,0.139598
27:47.9,0.140241
27:47.9,0.138956
27:47.9,0.139598
27:47.9,0.137992
27:47.9,0.139277
27:47.9,0.139277
27:47.9,0.140562
27:47.9,0.139277
27:47.9,0.140562
27:47.9,0.139598
27:47.9,0.13992
27:47.9,0.138313
27:47.9,0.139598
27:47.9,0.137992
27:47.9,0.140562
27:47.9,0.13992
27:47.9,0.140562
27:47.9,0.138634
27:47.9,0.140562
27:47.9,0.138313
27:47.9,0.138313
27:47.9,0.138313
27:47.9,0.141526
27:47.9,0.140241
27:47.9,0.140241
27:47.9,0.139277
27:47.9,0.140562
27:47.9,0.137992
27:47.9,0.138956
27:47.9,0.139598
27:47.9,0.140884
27:47.9,0.138956
27:47.9,0.140562
27:47.9,0.139598
27:47.9,0.140241
27:47.9,0.137992
27:47.9,0.138956
27:47.9,0.138634
27:47.9,0.140562
27:47.9,0.139598
27:47.9,0.140884
27:47.9,0.139598
27:47.9,0.140562
27:47.9,0.138634
27:47.9,0.138956
27:47.9,0.138313
27:47.9,0.140562
27:47.9,0.139277
27:47.9,0.141205
27:47.9,0.13992
27:47.9,0.140562
27:47.9,0.138313
27:47.9,0.138634
27:47.9,0.138313
27:47.9,0.140562
27:47.9,0.13992
27:47.9,0.140562
27:47.9,0.139277
27:47.9,0.140241
27:47.9,0.138313
27:47.9,0.138956
27:47.9,3.31217
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.31184
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31249
27:47.9,3.31056
27:47.9,3.31088
27:47.9,3.31217
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31217
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31377
27:47.9,3.31217
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31152
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31184
27:47.9,3.3112
27:47.9,3.31088
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31377
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31152
27:47.9,3.3112
27:47.9,3.31056
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31377
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31217
27:47.9,3.31313
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31184
27:47.9,3.31184
27:47.9,3.31024
27:47.9,3.31217
27:47.9,3.31281
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.31024
27:47.9,3.3112
27:47.9,3.31249
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.3112
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31217
27:47.9,3.31217
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31184
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31184
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31249
27:47.9,3.3112
27:47.9,3.31217
27:47.9,3.31217
27:47.9,3.31409
27:47.9,3.31217
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31088
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31184
27:47.9,3.31281
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31249
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31217
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31152
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31249
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31217
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31217
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31249
27:47.9,3.31088
27:47.9,3.3112
27:47.9,3.31088
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31281
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31056
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31281
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31024
27:47.9,3.31217
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.31184
27:47.9,3.31088
27:47.9,3.31217
27:47.9,3.31281
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31152
27:47.9,3.31152
27:47.9,3.31024
27:47.9,3.31184
27:47.9,3.31345
27:47.9,3.31377
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31217
27:47.9,3.31056
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31024
27:47.9,3.31217
27:47.9,3.31313
27:47.9,3.31409
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31184
27:47.9,3.31088
27:47.9,3.31249
27:47.9,3.31281
27:47.9,3.31377
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.31249
27:47.9,3.31377
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31281
27:47.9,3.3112
27:47.9,3.31088
27:47.9,3.31217
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31152
27:47.9,3.31024
27:47.9,3.31152
27:47.9,3.31249
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31217
27:47.9,3.31088
27:47.9,3.31184
27:47.9,3.31249
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31152
27:47.9,3.31056
27:47.9,3.31184
27:47.9,3.31281
27:47.9,3.31377
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31152
27:47.9,3.31056
27:47.9,3.31152
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.31088
27:47.9,3.31217
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31217
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31056
27:47.9,3.31184
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31184
27:47.9,3.31056
27:47.9,3.31024
27:47.9,3.31184
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31249
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31184
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31184
27:47.9,3.31345
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.3112
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31184
27:47.9,3.31184
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.31249
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31056
27:47.9,3.31249
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31217
27:47.9,3.31249
27:47.9,3.31056
27:47.9,3.31152
27:47.9,3.31184
27:47.9,3.31313
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31217
27:47.9,3.3112
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31217
27:47.9,3.31088
27:47.9,3.31184
27:47.9,3.31217
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31184
27:47.9,3.31217
27:47.9,3.31056
27:47.9,3.31152
27:47.9,3.31184
27:47.9,3.31377
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31152
27:47.9,3.31281
27:47.9,3.30992
27:47.9,3.3112
27:47.9,3.31056
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31377
27:47.9,3.3112
27:47.9,3.31217
27:47.9,3.3096
27:47.9,3.31088
27:47.9,3.3096
27:47.9,3.31313
27:47.9,3.31184
27:47.9,3.31409
27:47.9,3.31152
27:47.9,3.31217
27:47.9,3.30895
27:47.9,3.31217
27:47.9,3.3096
27:47.9,3.31281
27:47.9,3.3112
27:47.9,3.31281
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.30863
27:47.9,3.3096
27:47.9,3.30735
27:47.9,3.31184
27:47.9,3.31088
27:47.9,3.31409
27:47.9,3.31024
27:47.9,3.31088
27:47.9,3.30895
27:47.9,3.31217
27:47.9,3.30574
27:47.9,3.31345
27:47.9,3.3096
27:47.9,3.31442
27:47.9,3.30863
27:47.9,3.31056
27:47.9,3.30445
27:47.9,3.30863
27:47.9,3.3022
27:47.9,3.31024
27:47.9,3.30349
27:47.9,3.30799
27:47.9,3.30124
27:47.9,3.31152
27:47.9,3.30028
27:47.9,3.3051
27:47.9,3.29546
27:47.9,3.31699
27:47.9,3.29899
27:47.9,3.30992
27:47.9,3.30156
27:47.9,3.30799
27:47.9,3.2916
27:47.9,3.31313
27:47.9,3.29578
27:47.9,3.31152
27:47.9,3.29256
27:47.9,3.30542
27:47.9,3.28774
27:47.9,3.30863
27:47.9,3.29417
27:47.9,3.31602
27:47.9,3.28421
27:47.9,3.3202
27:47.9,3.29417
27:47.9,3.3202
27:47.9,3.29096
27:47.9,3.32052
27:47.9,3.28903
27:47.9,3.32213
27:47.9,3.27618
27:47.9,3.32213
27:47.9,3.27489
27:47.9,3.31506
27:47.9,3.272
27:47.9,3.31634
27:47.9,3.26975
27:47.9,3.32373
27:47.9,3.27553
27:47.9,3.31506
27:47.9,3.27553
27:47.9,3.32116
27:47.9,3.29481
27:47.9,3.31763
27:47.9,3.29449
27:47.9,3.31442
27:47.9,3.30478
27:47.9,3.31184
27:47.9,3.3096
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31152
27:47.9,3.31152
27:47.9,3.3112
27:47.9,3.31249
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31249
27:47.9,3.31249
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31217
27:47.9,3.31152
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31217
27:47.9,3.31184
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31152
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31281
27:47.9,3.31217
27:47.9,3.31249
27:47.9,3.31024
27:47.9,3.31088
27:47.9,3.31281
27:47.9,3.31313
27:47.9,3.31377
27:47.9,3.31345
27:47.9,3.31249
27:47.9,3.31217
27:47.9,3.3112
27:47.9,3.3112
27:47.9,3.31184
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31217
27:47.9,3.31184
27:47.9,3.3112
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.31249
27:47.9,3.31313
27:47.9,3.31313
27:47.9,3.31184
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31088
27:47.9,3.31152
27:47.9,3.31281
27:47.9,3.31345
27:47.9,3.31281
27:47.9,3.31281
27:47.9,3.31184
27:47.9,3.31152
27:47.9,3.31024
27:47.9,3.31152
